[2020.03.21 18:04:01:395] EVENT, (warn) ctch on loadlib from local m no mediaench2x64 in java.library.path: [C:\Program Files\Java\jdk-12.0.2\bin, C:\Windows\Sun\Java\bin, C:\Windows\system32, C:\Windows, C:/Program Files/Java/jdk-12.0.2/bin/server, C:/Program Files/Java/jdk-12.0.2/bin, C:\Program Files\Oculus\Support\oculus-runtime, C:\Program Files\Java\jdk-12.0.2\bin, C:\Program Files\AdoptOpenJDK\jre-8.0.222.10-hotspot\bin, C:\Program Files (x86)\AdoptOpenJDK\jre-8.0.222.10-hotspot\bin, C:\Windows\system32, C:\Windows, C:\Windows\System32\Wbem, C:\Windows\System32\WindowsPowerShell\v1.0\, C:\Windows\System32\OpenSSH\, C:\Program Files (x86)\LOGIN\LOGINstall\, C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL, C:\Program Files\Intel\Intel(R) Management Engine Components\DAL, C:\Program Files (x86)\GtkSharp\2.12\bin, C:\Program Files\Intel\WiFi\bin\, C:\Program Files\Common Files\Intel\WirelessCommon\, C:\Users\anuja.hariharan\.dnx\bin, C:\Program Files\Microsoft DNX\Dnvm\, C:\Program Files\Microsoft SQL Server\130\Tools\Binn\, C:\Program Files\dotnet\, C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\, C:\Program Files\Git\cmd, C:\Program Files (x86)\Yarn\bin\, C:\Program Files\PuTTY\, C:\Program Files\nodejs\, C:\Users\anuja.hariharan\AppData\Local\Programs\Python\Python37-32\Scripts\, C:\Users\anuja.hariharan\AppData\Local\Programs\Python\Python37-32\, C:\Users\anuja.hariharan\AppData\Local\Microsoft\WindowsApps, C:\Users\anuja.hariharan\AppData\Local\Yarn\bin, C:\Users\anuja.hariharan\AppData\Roaming\npm, C:\Windows\system32, ., .] {33} [4739]
[2020.03.21 18:04:01:419] EVENT,mediaench and aec load from system failed. load from local path... [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:456] EVENT,checking exact file path C:\TakePart Projekt\Registration\demo(1)\demo [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:457] EVENT,mediaench and aec load from local failed. load from web... [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:458] EVENT,mediaench load from web starting... [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:461] EVENT,mediaench load from web checking file cache1 C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\mediaench2x64880.dll [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:465] EVENT,mediaench load from web load from file cache1 C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\mediaench2x64880.dll [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:499] EVENT,mediaench loaded1 from C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\mediaench2x64880.dll [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:541] EVENT,mediaench vx found 21 [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:545] EVENT,upnp port assigment failed -3 {33} [4739]
[2020.03.21 18:04:01:568] EVENT,mediaench thread stop with succ 21 [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:574] EVENT,set priority to min from mediaench122 (idle: false) {33} [4739]
[2020.03.21 18:04:01:600] EVENT,mediaench upnp ok 5 0 [stun natcheck] {32} [4739]
[2020.03.21 18:04:01:601] EVENT, A dns record 148.251.28.180 {34} [4739]
[2020.03.21 18:04:01:602] EVENT,async task start MATASK_DNSLOOKUP_A (false/0/voipserver.mizu-voip.com/) {35} [4739]
[2020.03.21 18:04:01:603] EVENT,creating sip stack [mt: 0] {26} [4739]
[2020.03.21 18:04:01:604] EVENT,starting sip stack 2 ... [wpmain] {26} [4739]
[2020.03.21 18:04:01:605] EVENT,starting sip stack 3 ... [wpmain] {26} [4739]
[2020.03.21 18:04:01:605] EVENT,sip stack initiated [wpmain] {26} [4739]
[2020.03.21 18:04:01:607] EVENT,afterstart event finished [wpmain] {26} [4739]
[2020.03.21 18:04:01:608] EVENT,sip stack run start... [mt: 48033] {36} [4739]
[2020.03.21 18:04:01:611] EVENT,sip stack run on 10.242.6.159 [mt: 48033] {36} [4739]
[2020.03.21 18:04:01:634] EVENT,sipstack initialising... [mt: 48033] {36} [4739]
[2020.03.21 18:04:01:643] EVENT,check ip for sipgate.de from 9171 {36} [4739]
[2020.03.21 18:04:01:654] EVENT, first tick no [wpmain] {26} [4739]
[2020.03.21 18:04:01:666] EVENT, A dns record 148.251.28.179 {35} [4739]
[2020.03.21 18:04:01:673] EVENT,async task MATASK_DNSLOOKUP_A finished in 39 msec with 0 (false/0/voipserver.mizu-voip.com/) {35} [4739]
[2020.03.21 18:04:01:678] EVENT,stun answer received for local: 10.242.6.159:16778 as extern: 87.163.157.10:16778 from server port: 44446 [stun natcheck] {32} [4739]
[2020.03.21 18:04:01:679] EVENT,udp nat from first server 87.163.157.10:16778 [stun natcheck] {32} [4739]
[2020.03.21 18:04:01:680] EVENT,stun answer received for local: 10.242.6.159:16778 as extern: 87.163.157.10:16778 from server port: 44447 [stun natcheck] {32} [4739]
[2020.03.21 18:04:01:682] EVENT,udp nat detected public: 87.163.157.10:16778 match: 2 private: 87.163.157.10:16778 public: 87.163.157.10:16778 [stun natcheck] {32} [4739]
[2020.03.21 18:04:02:136] EVENT,network status is CONNECTED 101 101 {36} [4739]
[2020.03.21 18:04:02:136] EVENT,network status is CONNECTED {36} [4739]
[2020.03.21 18:04:02:272] EVENT,sipstack initialising b...(Opendevices: 0 0) [mt: 48033] {36} [4739]
[2020.03.21 18:04:02:274] EVENT,local signaling port using oldsignalingport 16778 [mt: 48033] {36} [4739]
[2020.03.21 18:04:02:311] EVENT, autotransportdetect=no, usetunneling=1 [mt: 48033] {36} [4739]
[2020.03.21 18:04:02:312] EVENT,      get parameter (from 100111) register=1 {36} [4739]
[2020.03.21 18:04:02:313] EVENT,set statustext from 3 to Connecting... {36} [4739]
[2020.03.21 18:04:02:314] EVENT,check ip for sipgate.de from 27 {36} [4739]
[2020.03.21 18:04:02:360] EVENT, check mep call state [mt: 48033] {26} [4739]
[2020.03.21 18:04:02:741] EVENT,      get parameter (from 10014) stat_stunfailcount=0 {36} [4739]
[2020.03.21 18:04:02:755] EVENT,udp init [udp localport: 0 since: 0 ok] {36} [4739]
[2020.03.21 18:04:02:756] EVENT,udp bind to port 16778 (signaling) [udp localport: 0 since: 0 ok] {36} [4739]
[2020.03.21 18:04:02:757] EVENT,set priority to service from udp111 {38} [4739]
[2020.03.21 18:04:03:080] EVENT,NOTIFICATION_XRSS,START,sip {36} [4739]
[2020.03.21 18:04:03:081] EVENT,mainthread init done. privateaddress: 10.242.6.159:16778 publicaddress: 87.163.157.10:16778 [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:081] EVENT, network state initialized as online [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:081] EVENT,      get parameter (from 10014) country=DE {36} [4739]
[2020.03.21 18:04:03:082] EVENT,      get parameter (from 10014) geolocationtrycount=1 {36} [4739]
[2020.03.21 18:04:03:166] EVENT,on sip stack started [wpmain] {26} [4739]
[2020.03.21 18:04:03:168] EVENT,NOTIFICATION_XRSS,STATUS,-1,Initialized {26} [4739]
[2020.03.21 18:04:03:172] EVENT,sip stack started event finished [wpmain] {26} [4739]
[2020.03.21 18:04:03:173] EVENT,afterstart delayed register [wpmain] {26} [4739]
[2020.03.21 18:04:03:173] EVENT,Connect initiated a [wpmain] {26} [4739]
[2020.03.21 18:04:03:174] EVENT,direct call URI parsing is not enabled c  [wpmain] {26} [4739]
[2020.03.21 18:04:03:174] EVENT, set called ext i to testivr3 [wpmain] {26} [4739]
[2020.03.21 18:04:03:181] EVENT,first routepath set to sipgate.de sipgate.de 5060 as user 2913957e0 [wpmain] {26} [4739]
[2020.03.21 18:04:03:182] EVENT,save settings wpb [wpmain] {26} [4739]
[2020.03.21 18:04:03:183] EVENT,save settings wp [wpmain] {26} [4739]
[2020.03.21 18:04:03:184] EVENT,config saved 200 [wpmain] {26} [4739]
[2020.03.21 18:04:03:184] EVENT,NOTIFICATION_XRSS,STATUS,-1,Register... {26} [4739]
[2020.03.21 18:04:03:185] EVENT,will register 20 [wpmain] {26} [4739]
[2020.03.21 18:04:03:186] EVENT,NOTIFICATION_XRSS,STATUS,-1,Connecting... {26} [4739]
[2020.03.21 18:04:03:187] EVENT,set statustext from 5 to  {26} [4739]
[2020.03.21 18:04:03:187] EVENT,reg state changed from [failed-2] to [not needed] (0) from 52 {26} [4739]
[2020.03.21 18:04:03:195] EVENT,set statustext from 38 to Idle. {26} [4739]
[2020.03.21 18:04:03:196] EVENT,NOTIFICATION_XRSS,STATUS,-1,Idle. {26} [4739]
[2020.03.21 18:04:03:491] EVENT,exec command 5 line: 1 params:  registerbuttonclick  elapsed 322 [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:492] EVENT,creating reg endpoint because registerbuttonclick [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:493] EVENT,reg state changed from [not needed] to [failed13] (0) from 39 () {36} [4739]
[2020.03.21 18:04:03:494] EVENT,Connecting...
[2020.03.21 18:04:03:734] EVENT,init tags from: 4g2761376023453966971m to: 5p8714506837160874406h branch: 3k8717033019967722321u [ep: 0 2e1543164623169248825k58163rmwp Init 48033] {36} [4739]
[2020.03.21 18:04:03:735] EVENT,check ip for sipgate.de from 40 {36} [4739]
[2020.03.21 18:04:03:736] EVENT,check ip for sipgate.de from 41 {36} [4739]
[2020.03.21 18:04:03:736] EVENT, set called a to testivr3 [ep: 0 2e1543164623169248825k58163rmwp Init 48033] {36} [4739]
[2020.03.21 18:04:03:737] EVENT, set called b to testivr3 [ep: 0 2e1543164623169248825k58163rmwp Init 48033] {36} [4739]
[2020.03.21 18:04:03:737] EVENT, new endpoint created 2e1543164623169248825k58163rmwp [ep: 0 2e1543164623169248825k58163rmwp Init 48033] {36} [4739]
[2020.03.21 18:04:03:738] EVENT,reg state change from Not initialized to Working [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:738] EVENT,ep send reg msg because registerbuttonclick [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:739] EVENT, set called a to testivr3 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:740] EVENT, set called b to testivr3 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:747] EVENT,cseq set2 to 3425 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:748] EVENT,build uri rule 4 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:749] EVENT,localaddress changed from  to 87.163.157.10:16778 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:750] EVENT, build leg rule 16 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:750] EVENT, build leg rule 18 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:751] EVENT,sending to p 217.10.79.9 (772) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:03:752] SEND,  to 217.10.79.9:5060 from port 16778
REGISTER sip:sipgate.de SIP/2.0
Via: SIP/2.0/UDP 87.163.157.10:16778;rport;branch=z9hG4bK-5p1879187844093956018r
From: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m
To: <sip:2913957e0@sipgate.de>
Call-ID: 2e1543164623169248825k58163rmwp
CSeq: 3426 REGISTER
Max-Forwards: 40
Expires: 90
X-SReason: registerbuttonclick
Contact: <sip:2913957e0@87.163.157.10:16778>
X-Webdomain: C:
X-LS: 0
X-UT: j
X-MNAT: 3
User-Agent: MizuJVoIP/8.0.20031
X-FinalUA: JVoIP
X-DeviceID: Z1Qavigg
Organization: JVoIP
Supported: replaces
Allow: ACK,PRACK,BYE,CANCEL,INVITE,UPDATE,MESSAGE,INFO,OPTIONS,SUBSCRIBE,NOTIFY,REFER
Allow-Events: presence,refer,telephone-event,keep-alive,dialog
Accept: application/sdp,application/dtmf-relay,text/plain
Content-Length: 0

 [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:760] EVENT,reg state changed from [failed13] to [working unknown] (0) from 25 {36} [4739]
[2020.03.21 18:04:03:761] EVENT,NOTIFICATION_XRSS,STATUS,0,Registering,testivr3,2913957e0,1,testivr3,[2e1543164623169248825k58163rmwp],1,4,0,0,0,0,0, {36} [4739]
[2020.03.21 18:04:03:761] EVENT,STATUS,0,Registering,testivr3,2913957e0,1,testivr3,[2e1543164623169248825k58163rmwp],1,4,0,0,0,0,0, [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:785] EVENT,set statustext from 15 to Registering... {26} [4739]
[2020.03.21 18:04:03:788] EVENT,NOTIFICATION_XRSS,STATUS,-1,Registering... {26} [4739]
[2020.03.21 18:04:03:789] EVENT,udp packet 1 received to signaling port 16778 from 217.10.79.9:5060. length is 443 [udp localport: 16778 since: 1 ok] {38} [4739]
[2020.03.21 18:04:03:790] EVENT, udp start rec from 217.10.79.9:5060 (443) [udp localport: 16778 since: 1 ok] {38} [4739]
[2020.03.21 18:04:03:791] REC,217.10.79.9:5060 on port 16778
SIP/2.0 401 Unauthorized
Via: SIP/2.0/UDP 87.163.157.10:16778;received=87.163.157.10;rport=16778;branch=z9hG4bK-5p1879187844093956018r
From: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m
To: <sip:2913957e0@sipgate.de>;tag=ca40b14695a455acdff6b4fb6f6d0a8e.f299
Call-ID: 2e1543164623169248825k58163rmwp
CSeq: 3426 REGISTER
WWW-Authenticate: Digest realm="sipgate.de", nonce="XnZYQF52VxTVREzMyMydKe4vfH9rPX8m"
Content-Length: 0

 [mt: 48033] {38} [4739]
[2020.03.21 18:04:03:795] EVENT,existing ep found for message 2e1543164623169248825k58163rmwp [mt: 48033] {38} [4739]
[2020.03.21 18:04:03:796] EVENT,cseq set1 to 3426 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:797] EVENT,set dialog_from 1 to: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m    (dialog_to is: ) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:798] EVENT,set fromtag 1 to: 4g2761376023453966971m [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:798] EVENT,set dialog_to 1 to: <sip:2913957e0@sipgate.de>;tag=ca40b14695a455acdff6b4fb6f6d0a8e.f299    (dialog_from is: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:799] EVENT,set totag 1 to: ca40b14695a455acdff6b4fb6f6d0a8e.f299 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:799] EVENT,resend last request with auth [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:800] EVENT,build uri rule 4 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:800] EVENT, build leg rule 16 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:807] EVENT, build leg rule 18 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:809] EVENT,auth after pwd parameterA 2913957e0:sipgate.de:AT9RRjf7Q4Bx 28e76aecd2f9eaa1279b7a6c5a0e3dd9 sip:sipgate.de 1 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:811] EVENT, auth params: m1str=28e76aecd2f9eaa1279b7a6c5a0e3dd9,auth_nonce=XnZYQF52VxTVREzMyMydKe4vfH9rPX8m,username=2913957e0,auth_realm=sipgate.de,method=REGISTER,uri=sip:sipgate.de [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:812] EVENT,sending to p 217.10.79.9 (874) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:813] SEND,  to 217.10.79.9:5060 from port 16778
REGISTER sip:sipgate.de SIP/2.0
Via: SIP/2.0/UDP 87.163.157.10:16778;rport;branch=z9hG4bK-5p8218781989980500200r
From: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m
To: <sip:2913957e0@sipgate.de>
Call-ID: 2e1543164623169248825k58163rmwp
CSeq: 3427 REGISTER
Max-Forwards: 40
Expires: 90
Authorization: Digest username="2913957e0",realm="sipgate.de",nonce="XnZYQF52VxTVREzMyMydKe4vfH9rPX8m",uri="sip:sipgate.de",response="d91e7a0fc175c7827ec4dcd355c93214",algorithm=MD5
Contact: <sip:2913957e0@87.163.157.10:16778>
X-Webdomain: C:
X-LS: 0
X-UT: j
X-MNAT: 3
User-Agent: MizuJVoIP/8.0.20031
X-FinalUA: JVoIP
X-DeviceID: Z1Qavigg
Organization: JVoIP
Supported: replaces
Allow: ACK,PRACK,BYE,CANCEL,INVITE,UPDATE,MESSAGE,INFO,OPTIONS,SUBSCRIBE,NOTIFY,REFER
Accept: application/sdp,application/dtmf-relay,text/plain
X-Country: DE
Content-Length: 0

 [mt: 48033] {38} [4739]
[2020.03.21 18:04:03:833] EVENT,udp packet 2 received to signaling port 16778 from 217.10.79.9:5060. length is 403 [udp localport: 16778 since: 1 ok] {38} [4739]
[2020.03.21 18:04:03:835] REC,217.10.79.9:5060 on port 16778
SIP/2.0 200 OK
Via: SIP/2.0/UDP 87.163.157.10:16778;received=87.163.157.10;rport=16778;branch=z9hG4bK-5p8218781989980500200r
From: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m
To: <sip:2913957e0@sipgate.de>;tag=ca40b14695a455acdff6b4fb6f6d0a8e.f299
Call-ID: 2e1543164623169248825k58163rmwp
CSeq: 3427 REGISTER
Contact: <sip:2913957e0@87.163.157.10:16778>;expires=90
Content-Length: 0

 [mt: 48033] {38} [4739]
[2020.03.21 18:04:03:836] EVENT,existing ep found for message 2e1543164623169248825k58163rmwp [mt: 48033] {38} [4739]
[2020.03.21 18:04:03:836] EVENT,cseq set1 to 3427 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:837] EVENT,set dialog_to 1 to: <sip:2913957e0@sipgate.de>;tag=ca40b14695a455acdff6b4fb6f6d0a8e.f299    (dialog_from is: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:838] EVENT,set totag 1 to: ca40b14695a455acdff6b4fb6f6d0a8e.f299 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:839] EVENT,reg state change from Not initialized to Success [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:840] EVENT,reg state changed from [working unknown] to [yes] (1) from 7 {38} [4739]
[2020.03.21 18:04:03:841] EVENT,authenticated successfully 1 2 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:842] EVENT,Authenticated successfully.
[2020.03.21 18:04:03:848] EVENT,initial register procedure fully completeted with localaddress: 87.163.157.10:0 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:850] EVENT,on first full succ register from ep [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:03:851] EVENT,NOTIFICATION_XRSS,STATUS,0,Registered,testivr3,2913957e0,1,testivr3,[2e1543164623169248825k58163rmwp],1,2,0,0,0,0,0, {36} [4739]
[2020.03.21 18:04:03:852] EVENT,STATUS,0,Registered,testivr3,2913957e0,1,testivr3,[2e1543164623169248825k58163rmwp],1,2,0,0,0,0,0, [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:853] EVENT,on first full succ register from maint [mt: 48033] {36} [4739]
[2020.03.21 18:04:03:888] EVENT,set statustext from 21 to Registered. {26} [4739]
[2020.03.21 18:04:03:890] EVENT,NOTIFICATION_XRSS,STATUS,-1,Registered. {26} [4739]
[2020.03.21 18:04:06:908] EVENT,save settings wpb [wpmain] {26} [4739]
[2020.03.21 18:04:06:912] EVENT,save settings wp [wpmain] {26} [4739]
[2020.03.21 18:04:06:915] EVENT,write file C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfg.dat (204) {26} [4739]
[2020.03.21 18:04:06:919] EVENT,write file C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfgex.dat (2751) {26} [4739]
[2020.03.21 18:04:06:923] EVENT,config saved 204 [wpmain] {26} [4739]
[2020.03.21 18:04:16:585] EVENT,reg state remains [yes] (1) from 12 {26} [4739]
[2020.03.21 18:04:16:585] EVENT, in idle: no, isonline: yes,  registered: yes 2,  speaking: no,  mem: 27-0 MB, cpu: 0.0%, avg: 0.0%, threads: 11 [wpmain] {26} [4739]
[2020.03.21 18:04:18:095] EVENT,TLSCert_Check {36} [4739]
[2020.03.21 18:04:18:096] EVENT,TLSCert_Check from [periodically] action [download not needed] because [no tls needed] {36} [4739]
[2020.03.21 18:04:21:479] EVENT,sending to p 217.10.79.9 (4) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:31:606] EVENT, in idle: no, isonline: yes,  registered: yes 2,  speaking: no,  mem: 27-0 MB, cpu: 0.0%, avg: 0.0%, threads: 11 [wpmain] {26} [4739]
[2020.03.21 18:04:39:179] EVENT,sending to p 217.10.79.9 (4) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:45:168] EVENT, send reregister (at 41 sec with 0 delay) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:45:169] EVENT,build uri rule 4 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:45:170] EVENT, build leg rule 16 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:45:171] EVENT, build leg rule 18 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:45:172] EVENT,sending to p 217.10.79.9 (882) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {36} [4739]
[2020.03.21 18:04:45:173] SEND,  to 217.10.79.9:5060 from port 16778
REGISTER sip:sipgate.de SIP/2.0
Via: SIP/2.0/UDP 87.163.157.10:16778;rport;branch=z9hG4bK-5p6979177957220870760r
From: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m
To: <sip:2913957e0@sipgate.de>
Call-ID: 2e1543164623169248825k58163rmwp
CSeq: 3428 REGISTER
Max-Forwards: 40
Expires: 90
X-SReason: reregister
Authorization: Digest username="2913957e0",realm="sipgate.de",nonce="XnZYQF52VxTVREzMyMydKe4vfH9rPX8m",uri="sip:sipgate.de",response="d91e7a0fc175c7827ec4dcd355c93214",algorithm=MD5
Contact: <sip:2913957e0@87.163.157.10:16778>
X-Webdomain: C:
X-LS: 0
X-UT: j
X-MNAT: 3
User-Agent: MizuJVoIP/8.0.20031
X-FinalUA: JVoIP
X-DeviceID: Z1Qavigg
Organization: JVoIP
Supported: replaces
Allow: ACK,PRACK,BYE,CANCEL,INVITE,UPDATE,MESSAGE,INFO,OPTIONS,SUBSCRIBE,NOTIFY,REFER
Accept: application/sdp,application/dtmf-relay,text/plain
Content-Length: 0

 [mt: 48033] {36} [4739]
[2020.03.21 18:04:45:208] EVENT,udp packet 3 received to signaling port 16778 from 217.10.79.9:5060. length is 403 [udp localport: 16778 since: 42 ok] {38} [4739]
[2020.03.21 18:04:45:208] REC,217.10.79.9:5060 on port 16778
SIP/2.0 200 OK
Via: SIP/2.0/UDP 87.163.157.10:16778;received=87.163.157.10;rport=16778;branch=z9hG4bK-5p6979177957220870760r
From: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m
To: <sip:2913957e0@sipgate.de>;tag=ca40b14695a455acdff6b4fb6f6d0a8e.f299
Call-ID: 2e1543164623169248825k58163rmwp
CSeq: 3428 REGISTER
Contact: <sip:2913957e0@87.163.157.10:16778>;expires=90
Content-Length: 0

 [mt: 48033] {38} [4739]
[2020.03.21 18:04:45:209] EVENT,existing ep found for message 2e1543164623169248825k58163rmwp [mt: 48033] {38} [4739]
[2020.03.21 18:04:45:210] EVENT,cseq set1 to 3428 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:45:210] EVENT,set dialog_to 1 to: <sip:2913957e0@sipgate.de>;tag=ca40b14695a455acdff6b4fb6f6d0a8e.f299    (dialog_from is: <sip:2913957e0@sipgate.de>;tag=4g2761376023453966971m) [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:45:211] EVENT,set totag 1 to: ca40b14695a455acdff6b4fb6f6d0a8e.f299 [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:45:212] EVENT,reg state remains [yes] (1) from 15 {38} [4739]
[2020.03.21 18:04:45:213] EVENT,reg state change from Not initialized to Success [ep: 0 2e1543164623169248825k58163rmwp Registering 48033] {38} [4739]
[2020.03.21 18:04:45:220] EVENT,reg state remains [yes] (1) from 7 {36} [4739]
[2020.03.21 18:04:45:221] EVENT,NOTIFICATION_XRSS,STATUS,0,Registered,testivr3,2913957e0,1,testivr3,[2e1543164623169248825k58163rmwp],1,2,0,0,0,0,0, {36} [4739]
[2020.03.21 18:04:45:222] EVENT,STATUS,0,Registered,testivr3,2913957e0,1,testivr3,[2e1543164623169248825k58163rmwp],1,2,0,0,0,0,0, [mt: 48033] {36} [4739]
[2020.03.21 18:04:48:787] EVENT,apicall API_Call -1,testivr3 [wpmain] {1} [4739]
[2020.03.21 18:04:48:788] EVENT, switching idle state to false (from: 21) {1} [4739]
[2020.03.21 18:04:48:821] EVENT,apicall API_Call_Now -1,testivr3 [wpmain] {26} [4739]
[2020.03.21 18:04:48:822] EVENT,NOTIFICATION_XRSS,STATUS,-1,Starting call to testivr3 {26} [4739]
[2020.03.21 18:04:48:823] EVENT,direct call URI parsing is not enabled c testivr3 [wpmain] {26} [4739]
[2020.03.21 18:04:48:823] EVENT, set called ext i to testivr3 [wpmain] {26} [4739]
[2020.03.21 18:04:48:824] EVENT,first routepath set to sipgate.de sipgate.de 5060 as user 2913957e0 [wpmain] {26} [4739]
[2020.03.21 18:04:48:824] EVENT,save settings wpb [wpmain] {26} [4739]
[2020.03.21 18:04:48:825] EVENT,save settings wp [wpmain] {26} [4739]
[2020.03.21 18:04:48:826] EVENT,write file C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfgex.dat (2751) {26} [4739]
[2020.03.21 18:04:48:828] EVENT,config saved 204 [wpmain] {26} [4739]
[2020.03.21 18:04:48:830] EVENT,NOTIFICATION_XRSS,STATUS,-1,Call {26} [4739]
[2020.03.21 18:04:48:831] EVENT,exec command 0 line: 1 params: testivr3   elapsed 1 [mt: 48033] {36} [4739]
[2020.03.21 18:04:48:832] EVENT,init call [mt: 48033] {36} [4739]
[2020.03.21 18:04:48:832] EVENT, returned free line is 1 [mt: 48033] {36} [4739]
